,id,title,labels,fold
7399,16438736,Hypoxia-inducible transcription factor-1alpha promotes hypoxia-induced A549 apoptosis via a mechanism that involves the glycolysis pathway.,"Apoptosis	Blotting, Western	Carcinoma, Non-Small-Cell Lung	Cell Line, Tumor	Culture Media	Deoxyglucose	Down-Regulation	Flow Cytometry	Genetic Vectors	Glucose Transporter Type 1	Glycolysis	HEPES	Hexokinase	Humans	Hydrogen-Ion Concentration	Hypoxia	Hypoxia-Inducible Factor 1, alpha Subunit	In Situ Nick-End Labeling	Lactates	Lung Neoplasms	Models, Statistical	Oxygen	Phosphoglycerate Kinase	Plasmids	RNA	RNA, Messenger	RNA, Small Interfering	Reverse Transcriptase Polymerase Chain Reaction	Time Factors	Transfection	Up-Regulation",8
7400,16441876,Room for improvement? A survey of the methods used in systematic reviews of adverse effects.,"Data Interpretation, Statistical	Databases, Bibliographic	Disclosure	Drug-Related Side Effects and Adverse Reactions	Humans	Meta-Analysis as Topic	Randomized Controlled Trials as Topic	Research Design	Research Support as Topic	Treatment Outcome",0
7401,16436215,The Tgif2 gene contains a retained intron within the coding sequence.,"Alternative Splicing	Animals	COS Cells	Carcinoma, Hepatocellular	Cercopithecus aethiops	DNA, Complementary	Exons	Homeodomain Proteins	Humans	Introns	Liver Neoplasms	Mice	RNA, Messenger	Recombinant Fusion Proteins	Repressor Proteins	Reverse Transcriptase Polymerase Chain Reaction	Transfection",9
7402,16483381,Higher transactivation activity associated with LTR and Tat elements from HIV-1 BF intersubtype recombinant variants.,"Acquired Immunodeficiency Syndrome	Adult	Cell Line	Child	Cloning, Molecular	DNA, Viral	Gene Products, tat	Genes, Reporter	Genetic Variation	HIV Long Terminal Repeat	HIV-1	Humans	Recombination, Genetic	Reverse Transcriptase Polymerase Chain Reaction	Transcriptional Activation	Transfection	tat Gene Products, Human Immunodeficiency Virus",1
7403,16483371,Diagnostic accuracy of the neurological upper limb examination I: inter-rater reproducibility of selected findings and patterns.,Adult	Arm	Female	Humans	Male	Mechanoreceptors	Median Nerve	Middle Aged	Muscle Weakness	Neurologic Examination	Observer Variation	Pain Threshold	Peripheral Nervous System Diseases	Radial Nerve	Reproducibility of Results	Sensory Thresholds	Single-Blind Method	Touch	Ulnar Nerve	Vibration,4
7404,16504056,Polymorphism discovery and association analyses of the interferon genes in type 1 diabetes.,"Autoimmune Diseases	Databases, Genetic	Diabetes Mellitus, Type 1	Exons	Family Health	Female	Genetic Linkage	Genetic Predisposition to Disease	Humans	Interferon Type I	Interferon-alpha	Interferon-beta	Interferon-gamma	Interferons	Linkage Disequilibrium	Male	Models, Statistical	Multigene Family	Polymorphism, Genetic	Polymorphism, Single Nucleotide	Sequence Analysis, DNA",5
7405,16426440,A quantitative linkage score for an association study following a linkage analysis.,"Alleles	Chromosome Mapping	Genetic Linkage	Genetic Markers	Genetics	Genome	Genotype	Humans	Likelihood Functions	Linkage Disequilibrium	Lod Score	Models, Genetic	Models, Statistical	Quantitative Trait Loci",2
7406,16504032,Proinflammatory cytokines tumor necrosis factor-alpha and interferon-gamma modulate epithelial barrier function in Madin-Darby canine kidney cells through mitogen activated protein kinase signaling.,"Animals	Blotting, Western	Cell Line	Cell Membrane Permeability	Claudin-1	Claudin-3	Dogs	Electric Impedance	Epithelial Cells	Inflammation Mediators	Interferon-gamma	Kidney	MAP Kinase Signaling System	Membrane Proteins	Mitogen-Activated Protein Kinases	Occludin	Stress Fibers	Tight Junctions	Tumor Necrosis Factor-alpha",0
7407,16504066,Sexual dimorphism in immune response genes as a function of puberty.,"Animals	Antibody Formation	Antigens, CD95	B-Lymphocytes	Estrogens	Fas Ligand Protein	Female	Gene Expression Profiling	Gene Expression Regulation, Developmental	Genes, MHC Class II	Haptoglobins	Interferon-gamma	Lymphocyte Activation	Male	Membrane Glycoproteins	Mice	Mice, Inbred C57BL	Mice, Inbred MRL lpr	Mice, Mutant Strains	Serum Amyloid A Protein	Sex Characteristics	Sexual Maturation	Spleen	T-Lymphocyte Subsets	Tumor Necrosis Factors",8
7408,16504073,"Serum homocysteine, vitamin B 12 and folic acid levels in different types of glaucoma.","Aged	Analysis of Variance	Case-Control Studies	Exfoliation Syndrome	Female	Folic Acid	Glaucoma	Glaucoma, Open-Angle	Homocysteine	Humans	Male	Middle Aged	Osmolar Concentration	Vitamin B 12",0
7409,16466584,JLIN: a java based linkage disequilibrium plotter.,"Algorithms	Chromosome Mapping	Computer Graphics	Database Management Systems	Databases, Genetic	Linkage Disequilibrium	Polymorphism, Genetic	Polymorphism, Single Nucleotide	Programming Languages	Sequence Analysis, DNA	Software	User-Computer Interface",2
7410,16504116,Various criteria in the evaluation of biomedical named entity recognition.,"Algorithms	Artificial Intelligence	Biology	Information Storage and Retrieval	Medicine	Natural Language Processing	Pattern Recognition, Automated	Terminology as Topic	Vocabulary, Controlled",4
7411,16483361,Instance-based concept learning from multiclass DNA microarray data.,"Algorithms	Artificial Intelligence	Computer Simulation	Gene Expression Profiling	Models, Genetic	Models, Statistical	Oligonucleotide Array Sequence Analysis	Pattern Recognition, Automated	Reproducibility of Results	Sensitivity and Specificity",8
7412,16504045,CARAT: a novel method for allelic detection of DNA copy number changes using high density oligonucleotide arrays.,"Algorithms	Alleles	Chromosome Mapping	Chromosomes, Human, X	DNA Mutational Analysis	DNA, Neoplasm	Gene Dosage	Gene Frequency	Humans	Oligonucleotide Array Sequence Analysis	Polymorphism, Single Nucleotide	Reproducibility of Results	Sensitivity and Specificity	Sequence Analysis, DNA",9
7413,16472375,The complete chloroplast DNA sequence of the green alga Oltmannsiellopsis viridis reveals a distinctive quadripartite architecture in the chloroplast genome of early diverging ulvophytes.,"Base Sequence	Chlorophyta	Chloroplasts	Chromosome Mapping	DNA	DNA, Chloroplast	DNA, Complementary	DNA, Mitochondrial	Eukaryota	Evolution, Molecular	Gene Order	Genome	Genome, Plant	Introns	Models, Genetic	Molecular Sequence Data	Multigene Family	Open Reading Frames	Phylogeny	RNA, Ribosomal	Repetitive Sequences, Nucleic Acid	Sequence Analysis, DNA	Species Specificity",0
7414,12515581,Identification of three novel OA1 gene mutations identified in three families misdiagnosed with congenital nystagmus and carrier status determination by real-time quantitative PCR assay.,"Adult	Albinism, Ocular	Child	Chromosomes, Human, X	Computer Systems	Diagnostic Errors	Exons	Eye Proteins	Female	Gene Dosage	Genetic Markers	Heterozygote Detection	Humans	Male	Membrane Glycoproteins	Mutation	Nystagmus, Congenital	Pedigree	Polymerase Chain Reaction",1
7415,12515580,A proposed architecture and method of operation for improving the protection of privacy and confidentiality in disease registers.,Computer Security	Confidentiality	Disease Notification	Humans	Medical Record Linkage	Medical Records	Privacy,3
7416,12525264,Relationship between craving and personality in treatment-seeking women with substance-related disorders.,"Behavior, Addictive	Exploratory Behavior	Female	Humans	Individuality	Patient Acceptance of Health Care	Personality	Personality Disorders	Personality Inventory	Risk Factors	Sex Factors	Substance-Related Disorders",7
7417,12515579,Temperature differences are associated with malignancy on lung lesions: a clinical study.,"Aged	Bronchoscopy	Carcinoma	Catheterization, Peripheral	Female	Humans	Lung Neoplasms	Male	Middle Aged	Respiratory Mucosa	Temperature	Thermography",8
7418,12515583,No simple dependence between protein evolution rate and the number of protein-protein interactions: only the most prolific interactors tend to evolve slowly.,"Bacterial Proteins	Campylobacter jejuni	Computational Biology	Conserved Sequence	Databases, Protein	Evolution, Molecular	Helicobacter pylori	Protein Interaction Mapping	Proteins	Proteome	Saccharomyces cerevisiae	Saccharomyces cerevisiae Proteins	Schizosaccharomyces	Schizosaccharomyces pombe Proteins	Sequence Homology, Amino Acid",9
7419,12513699,Lipopolysaccharide enhances the cytotoxicity of 2-chloroethyl ethyl sulfide.,"Adjuvants, Immunologic	Animals	Cell Death	Cell Line	Chemical Warfare Agents	Cytokines	Drug Synergism	Interleukin-1	Lipopolysaccharides	Macrophage Activation	Macrophages	Mice	Mustard Gas	Propidium	Tetradecanoylphorbol Acetate	Tetrazolium Salts	Thiazoles	Time Factors	Tumor Necrosis Factor-alpha",0
7420,12503996,Effect of Kohl-Chikni Dawa - a compound ophthalmic formulation of Unani medicine on naphthalene-induced cataracts in rats.,Animals	Cataract	Copper Sulfate	Female	Naphthalenes	Ophthalmic Solutions	Rats	Soaps,9
7421,12525263,Airborne rhinovirus detection and effect of ultraviolet irradiation on detection by a semi-nested RT-PCR assay.,"Air Microbiology	Electrophoresis, Agar Gel	Humans	Nasopharynx	Picornaviridae Infections	RNA, Viral	Respiratory Tract Infections	Reverse Transcriptase Polymerase Chain Reaction	Rhinovirus	Spectrophotometry, Ultraviolet",8
7422,12509223,"Src kinase becomes preferentially associated with the VEGFR, KDR/Flk-1, following VEGF stimulation of vascular endothelial cells.","Cells, Cultured	Cytoplasm	Endothelial Growth Factors	Endothelium, Vascular	Enzyme Activation	Glutathione Transferase	Humans	Intercellular Signaling Peptides and Proteins	Lymphokines	Peptide Mapping	Precipitin Tests	Protein-Tyrosine Kinases	Proto-Oncogene Proteins	Proto-Oncogene Proteins c-fyn	Proto-Oncogene Proteins c-yes	Recombinant Fusion Proteins	Time Factors	Umbilical Veins	Vascular Endothelial Growth Factor A	Vascular Endothelial Growth Factor Receptor-1	Vascular Endothelial Growth Factor Receptor-2	Vascular Endothelial Growth Factors	src Homology Domains	src-Family Kinases",6
7423,16533068,Pathways of carbon assimilation and ammonia oxidation suggested by environmental genomic analyses of marine Crenarchaeota.,"Acetyl-CoA Carboxylase	Ammonia	Carbon	Citric Acid Cycle	Crenarchaeota	DNA, Archaeal	Databases, Genetic	Genome, Archaeal	Isoenzymes	Lactic Acid	Marine Biology	Molecular Sequence Data	Oceans and Seas	Operon	Oxidation-Reduction	Oxidoreductases	Phylogeny	Seawater",5
7424,16529529,"Tuning curves, neuronal variability, and sensory coding.","Models, Neurological	Neurons, Afferent	Sensation",7
7425,12513697,"Hypertension in the Parsi community of Bombay: a study on prevalence, awareness and compliance to treatment.","Adult	Aged	Antihypertensive Agents	Blood Pressure Determination	Family Characteristics	Female	Health Knowledge, Attitudes, Practice	Humans	Hypertension	India	Male	Middle Aged	Patient Compliance	Persia	Prevalence	Surveys and Questionnaires",4
7426,12519466,"Biodiversity of nematode assemblages from the region of the Clarion-Clipperton Fracture Zone, an area of commercial mining interest.",Animals	Biodiversity	Environmental Monitoring	Geologic Sediments	Nematoda	Pacific Ocean	Seawater,3
7427,12495440,Tripeptide analysis of protein structures.,"Molecular Structure	Oligopeptides	Protein Structure, Secondary	Proteins	Sequence Analysis, Protein",0
7428,12515578,Analysis of nuclear fiber cell compaction in transparent and cataractous diabetic human lenses by scanning electron microscopy.,"Aged	Aged, 80 and over	Aging	Cataract	Diabetes Mellitus	Gap Junctions	Humans	Lens Nucleus, Crystalline	Microscopy, Electron, Scanning	Middle Aged	Osmotic Pressure	Scattering, Radiation",6
7429,12515585,"The effect of ketotifen on inflammatory markers in allergic conjunctivitis: an open, uncontrolled study.","Administration, Topical	Adolescent	Adult	Antigens, CD29	Biomarkers	Chemokine CCL11	Chemokines, CC	Chemotactic Factors, Eosinophil	Child	Conjunctiva	Conjunctivitis, Allergic	Epithelial Cells	Female	HLA-DR Antigens	Histamine H1 Antagonists	Humans	Ketotifen	Male	Middle Aged	Ophthalmic Solutions",6
7430,12523939,Toward estimating the impact of changes in immigrants' insurance eligibility on hospital expenditures for uncompensated care.,Eligibility Determination	Emigration and Immigration	Employment	Health Care Surveys	Hospital Costs	Humans	Medicaid	Medically Uninsured	Poverty	Social Welfare	State Health Plans	Uncompensated Care	United States,4
7431,12502433,Global and regional estimates of cancer mortality and incidence by site: I. Application of regional cancer survival model to estimate cancer mortality distribution by site.,"Age Distribution	Cause of Death	Female	Humans	Incidence	Male	Models, Statistical	Neoplasms	Reproducibility of Results	SEER Program	Sex Distribution",3
7432,16478543,Na(v) 1.8-null mice show stimulus-dependent deficits in spinal neuronal activity.,"Action Potentials	Animals	Electrophysiology	Inflammation	Mice	Models, Biological	NAV1.8 Voltage-Gated Sodium Channel	Neurons	Nociceptors	Pain	Posterior Horn Cells	Sodium Channels	Spinal Cord	Stress, Mechanical",8
7433,16509964,The frequent BRCA1 mutation 1135insA has multiple origins: a haplotype study in different populations.,"Breast Neoplasms	Canada	Denmark	Family Health	Female	Founder Effect	Genes, BRCA1	Haplotypes	Humans	Italy	Molecular Epidemiology	Mutation	Norway	Ovarian Neoplasms",8
7434,16451720,A survey of factors affecting clinician acceptance of clinical decision support.,"Adult	Ambulatory Care Information Systems	Attitude of Health Personnel	Attitude to Computers	Decision Support Systems, Clinical	Diffusion of Innovation	Drug Information Services	Health Maintenance Organizations	Humans	Middle Aged	Oregon	Physicians, Family	Reminder Systems	Surveys and Questionnaires",5
7435,16504050,Embryonic exposure to the fungicide vinclozolin causes virilization of females and alteration of progesterone receptor expression in vivo: an experimental study in mice.,"Analysis of Variance	Androgen Antagonists	Animals	Female	Fetus	Fungicides, Industrial	Gestational Age	Hypospadias	Male	Mice	Oxazoles	Pregnancy	RNA, Messenger	Reverse Transcriptase Polymerase Chain Reaction	Statistics, Nonparametric	Urethra	Virilism",6
7436,16436211,"BLAST screening of chlamydial genomes to identify signature proteins that are unique for the Chlamydiales, Chlamydiaceae, Chlamydophila and Chlamydia groups of species.","Algorithms	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydophila	Computational Biology	Gene Expression Profiling	Genome	Sequence Analysis, DNA	Software	Species Specificity",3
7437,16504128,Evaluation of low density array technology for quantitative parallel measurement of multiple genes in human tissue.,"DNA Primers	Endothelium, Vascular	Gene Expression Profiling	Humans	Oligonucleotide Array Sequence Analysis	RNA, Messenger	Reproducibility of Results	Reverse Transcriptase Polymerase Chain Reaction	Thrombin",8
7438,16433923,"Colour variation in red grapevines (Vitis vinifera L.): genomic organisation, expression of flavonoid 3'-hydroxylase, flavonoid 3',5'-hydroxylase genes and related metabolite profiling of red cyanidin-/blue delphinidin-based anthocyanins in berry skin.","Anthocyanins	Base Sequence	Chromosome Mapping	Chromosomes, Artificial, Bacterial	Color	Contig Mapping	Cytochrome P-450 Enzyme System	Flavonoids	Fruit	Gene Expression	Gene Expression Profiling	Genome, Plant	Mixed Function Oxygenases	Molecular Sequence Data	Plant Proteins	Vitis",0
7439,16438722,Determinants of mortality for adults with cystic fibrosis admitted in Intensive Care Unit: a multicenter study.,"Adult	Critical Care	Cystic Fibrosis	Female	France	Humans	Intensive Care Units	Male	Outcome Assessment (Health Care)	Prognosis	Proportional Hazards Models	Respiration, Artificial	Risk Assessment	Risk Factors	Survival Analysis	Survival Rate",2
7440,16448568,Limited beta2-adrenoceptor haplotypes display different agonist mediated airway responses in asthmatics.,"Adrenergic beta-2 Receptor Agonists	Adrenergic beta-Agonists	Asthma	Cross-Over Studies	Dose-Response Relationship, Drug	Double-Blind Method	Female	Fenoterol	Genetic Predisposition to Disease	Haplotypes	Humans	Lung	Male	Methacholine Chloride	Placebo Effect	Polymorphism, Single Nucleotide	Receptors, Adrenergic, beta-2",8
7441,16430770,Orchiectomy or androgen receptor blockade attenuates baroreflex-mediated bradycardia in conscious rats.,"Androgen Antagonists	Androgen Receptor Antagonists	Animals	Baroreflex	Bradycardia	Consciousness	Male	Orchiectomy	Rats	Rats, Sprague-Dawley	Receptors, Androgen",3
7442,16433932,Pharmacological profiles of opioid ligands at kappa opioid receptors.,"Analgesics, Opioid	Animals	Cell Line	Dose-Response Relationship, Drug	Humans	Ligands	Mice	Narcotic Antagonists	Protein Binding	Receptors, Opioid, kappa",9
7443,16504096,"The impact of ambient temperature on mortality among the urban population in Skopje, Macedonia during the period 1996-2000.","Adolescent	Adult	Aged	Cardiovascular Diseases	Child	Child, Preschool	Cities	Cold Temperature	Greece	Hot Temperature	Humans	Infant	Infant, Newborn	Meteorological Concepts	Middle Aged	Mortality	Regression Analysis	Seasons	Temperature	Urban Health",8
7444,16438727,All-cause and cardiovascular mortality among ethnic German immigrants from the Former Soviet Union: a cohort study.,Adolescent	Adult	Aged	Cardiovascular Diseases	Cause of Death	Cohort Studies	Emigration and Immigration	Female	Germany	Humans	Male	Medical Record Linkage	Middle Aged	Poisson Distribution	Population Surveillance	Registries	USSR,4
7445,16469104,Barriers and incentives to orphan care in a time of AIDS and economic crisis: a cross-sectional survey of caregivers in rural Zimbabwe.,Acquired Immunodeficiency Syndrome	Adolescent	Adult	Attitude to Health	Caregivers	Child	Child Welfare	Family Health	Female	Foster Home Care	Humans	Male	Motivation	Public Assistance	Rural Health	Social Perception	Social Support	Zimbabwe,1
7446,16472406,"Total plasma homocysteine, folate, and vitamin B12 status in healthy Iranian adults: the Tehran homocysteine survey (2003-2004)/a cross-sectional population based study.",Adult	Age Factors	Cardiovascular Diseases	Female	Folic Acid	Folic Acid Deficiency	Homocysteine	Humans	Hyperhomocysteinemia	Incidence	Iran	Male	Middle Aged	Nutrition Surveys	Prevalence	Sex Factors	Vitamin B 12	Vitamin B 12 Deficiency,6
7447,16504067,Consumer perceptions of safety in hospitals.,Adolescent	Adult	Attitude to Health	Family Characteristics	Health Care Surveys	Hospitals	Humans	Iatrogenic Disease	Interviews as Topic	Medical Errors	Middle Aged	Patient Satisfaction	Public Opinion	Quality of Health Care	Risk Assessment	Safety	Severity of Illness Index	Social Perception	South Australia,1
7448,16436202,"Patterns of active and passive smoking, and associated factors, in the South-east Anatolian Project (SEAP) region in Turkey.",Adolescent	Adult	Aged	Chi-Square Distribution	Cluster Analysis	Cross-Sectional Studies	Family Characteristics	Female	Humans	Interviews as Topic	Logistic Models	Male	Middle Aged	Rural Population	Sex Factors	Smoking	Surveys and Questionnaires	Tobacco Smoke Pollution	Turkey	Urban Population,8
7449,16441892,Tracking and prevalence of cardiovascular disease risk factors across socio-economic classes: a longitudinal substudy of the European Youth Heart Study.,Adolescent	Adult	Body Mass Index	Cardiovascular Diseases	Child	Europe	Exercise Test	Female	Humans	Longitudinal Studies	Male	Overweight	Physical Fitness	Prevalence	Risk Factors	Social Class	Socioeconomic Factors,6
7450,16507095,Efficient in vivo knock-down of estrogen receptor alpha: application of recombinant adenovirus vectors for delivery of short hairpin RNA.,"Adenoviridae	Animals	Cell Line	Estrogen Receptor alpha	Gene Silencing	Genetic Vectors	Liver	Mice	Mice, Knockout	RNA, Viral	Recombinant Proteins	Transfection",6
7451,16504006,Strict control of telomerase activation using Cre-mediated inversion.,"Cell Line	Chromosome Inversion	DNA-Binding Proteins	Enzyme Activation	Fibroblasts	Gene Expression Regulation, Enzymologic	Humans	Integrases	Protein Engineering	Recombinant Proteins	Telomerase	Transcriptional Activation	Transfection	Viral Proteins",9
7452,16507111,Cellular Notch responsiveness is defined by phosphoinositide 3-kinase-dependent signals.,"Animals	Antigens, CD4	CHO Cells	Cells, Cultured	Cricetinae	Glycogen Synthase Kinase 3	Humans	Jurkat Cells	Lithium Chloride	Models, Biological	Neurons	Phosphatidylinositol 3-Kinases	Rats	Receptors, Notch	Signal Transduction	T-Lymphocytes",7
7453,16504101,Effectiveness of a clinical pathway for acute stroke care in a district general hospital: an audit.,"Aged	Aged, 80 and over	Critical Pathways	Female	Hospitals, District	Hospitals, General	Humans	Logistic Models	Male	Medical Audit	New Zealand	Outcome and Process Assessment (Health Care)	Patient Admission	Patient Discharge	Retrospective Studies	Stroke	Survival Analysis",1
7454,16504087,Effectiveness of prolonged use of continuous passive motion (CPM) as an adjunct to physiotherapy following total knee arthroplasty: design of a randomised controlled trial [ISRCTN85759656].,"Arthroplasty, Replacement, Knee	Humans	Motion Therapy, Continuous Passive	Osteoarthritis, Knee	Outcome Assessment (Health Care)	Physical Therapy Modalities	Randomized Controlled Trials as Topic	Range of Motion, Articular	Recovery of Function	Research Design	Self Care	Severity of Illness Index",9
7455,16457737,Effectiveness of skills-based training using the Drink-less package to increase family practitioner confidence in intervening for alcohol use disorders.,"Accidents, Traffic	Adult	Alcoholism	Attitude of Health Personnel	Automobile Driving	Clinical Competence	Computer-Assisted Instruction	Counseling	Education, Medical, Continuing	Educational Technology	Family Practice	Humans	Middle Aged	New South Wales	Program Evaluation",5
7456,16451719,Personality preference influences medical student use of specific computer-aided instruction (CAI).,"Adult	Analysis of Variance	Anatomy	Attitude to Computers	Computer-Assisted Instruction	Curriculum	Education, Medical, Undergraduate	Educational Technology	Humans	Learning	Personal Satisfaction	Personality	Personality Inventory	Students, Medical",4
7457,16445864,Intercellular adhesion molecule-1 expression in human endometrium: implications for long term progestin only contraception.,"Adult	Contraceptive Agents, Female	Drug Implants	Endometrium	Endothelium, Vascular	Female	Humans	Immunohistochemistry	Intercellular Adhesion Molecule-1	Levonorgestrel	Menstrual Cycle	Middle Aged	Neutrophil Infiltration",9
7458,16433913,Impact of long-term viral suppression in CD4+ recovery of HIV-children on Highly Active Antiretroviral Therapy.,"Adolescent	Anti-HIV Agents	Antiretroviral Therapy, Highly Active	CD4 Lymphocyte Count	Child	Child, Preschool	Drug Administration Schedule	Female	HIV Infections	Humans	Infant	Male	Retrospective Studies	Viral Load",4
7459,16436203,Enzyme-linked immunoassay for dengue virus IgM and IgG antibodies in serum and filter paper blood.,"Antibodies, Viral	Dengue	Dengue Virus	Enzyme-Linked Immunosorbent Assay	Humans	Immunoglobulin G	Immunoglobulin M	Micropore Filters	Paper	Reproducibility of Results	Vietnam",6
7460,16507097,Biochemical and molecular characterisation of Tetrahymena thermophila extracellular cysteine proteases.,"Amino Acid Sequence	Animals	Biotechnology	Cysteine Endopeptidases	Cysteine Proteinase Inhibitors	Genome, Protozoan	Hydrogen-Ion Concentration	Kinetics	Molecular Sequence Data	Protozoan Proteins	Sequence Alignment	Tetrahymena thermophila",1
7461,16448556,A novel surface protein of Trichomonas vaginalis is regulated independently by low iron and contact with vaginal epithelial cells.,"Amino Acid Sequence	Animals	Antibodies, Monoclonal	Cell Adhesion	Cells, Cultured	Down-Regulation	Epithelial Cells	Female	Gene Expression Regulation	Genes, Protozoan	Humans	Immunoglobulin A	Iron	Membrane Proteins	Molecular Sequence Data	Protozoan Proteins	Sequence Alignment	Signal Transduction	Trichomonas vaginalis	Vagina",9
7462,16460558,Impact of different strategies to control Plasmodium infection and anaemia on the island of Bioko (Equatorial Guinea).,"Anemia	Animals	Anopheles	Bedding and Linens	Child, Preschool	Equatorial Guinea	Humans	Insecticides	Malaria, Falciparum	Mosquito Control	Plasmodium falciparum",6
7463,16509980,Testicular seminoma--unusual histology and staging with sub epithelial spread of seminoma along the vas deferans.,"Epithelium	Genital Neoplasms, Male	Humans	Male	Middle Aged	Neoplasm Invasiveness	Neoplasm Staging	Seminoma	Testicular Neoplasms	Vas Deferens",3
7464,16433912,Effects of lipopolysaccharide-induced inflammation on expression of growth-associated genes by corticospinal neurons.,"Activating Transcription Factor 3	Animals	Antigens, CD11b	Axonal Transport	Biotin	Carrier Proteins	Cholera Toxin	Dextrans	Encephalitis	Female	Gene Expression Profiling	Gene Expression Regulation	Genes, jun	Glial Fibrillary Acidic Protein	Growth	Lipopolysaccharides	Membrane Proteins	Nerve Growth Factors	Nerve Tissue Proteins	Neurons	Proto-Oncogene Proteins c-jun	Pyramidal Tracts	Rats	Rats, Sprague-Dawley	Stilbamidines",7
7465,16451730,"A non-randomised, single-centre comparison of induction chemotherapy followed by radiochemotherapy versus concomitant chemotherapy with hyperfractionated radiotherapy in inoperable head and neck carcinomas.","Antineoplastic Combined Chemotherapy Protocols	Carcinoma, Squamous Cell	Combined Modality Therapy	Dose Fractionation	Head and Neck Neoplasms	Humans	Survival Rate",5
7466,16504151,Inhibitors of apoptosis proteins in human cervical cancer.,"Adenocarcinoma	Cell Line, Tumor	Female	Humans	Inhibitor of Apoptosis Proteins	Microtubule-Associated Proteins	Neoplasm Proteins	Neoplasm Staging	Prognosis	RNA, Messenger	Reverse Transcriptase Polymerase Chain Reaction	Uterine Cervical Neoplasms	X-Linked Inhibitor of Apoptosis Protein",9
7467,16457706,Nestin expression in the cell lines derived from glioblastoma multiforme.,"Cell Line, Tumor	Cytoskeleton	Fluorescent Antibody Technique, Indirect	Glial Fibrillary Acidic Protein	Glioblastoma	Humans	Intermediate Filament Proteins	Nerve Tissue Proteins	Nestin	Vimentin",7
7468,16504119,The knowledge and attitudes of breast self-examination and mammography in a group of women in a rural area in western Turkey.,"Adult	Breast Neoplasms	Breast Self-Examination	Cross-Sectional Studies	Demography	Female	Health Knowledge, Attitudes, Practice	Humans	Mammography	Middle Aged	Rural Health	Turkey	Women's Health",5
7469,16483366,Searching for observational studies: what does citation tracking add to PubMed? A case study in depression and coronary heart disease.,Abstracting and Indexing as Topic	Bibliometrics	Coronary Disease	Depressive Disorder	Humans	Information Storage and Retrieval	Observation	Outcome Assessment (Health Care)	Periodicals as Topic	Prognosis	Prospective Studies	PubMed,8
7470,16504110,Can electronic search engines optimize screening of search results in systematic reviews: an empirical study.,Abstracting and Indexing as Topic	Bibliometrics	Efficiency	Empirical Research	Humans	Information Storage and Retrieval	MEDLINE	Medical Subject Headings	Meta-Analysis as Topic	Periodicals as Topic	Programming Languages	Randomized Controlled Trials as Topic	Software	User-Computer Interface,0
7471,16457729,A suboptimal 5' splice site downstream of HIV-1 splice site A1 is required for unspliced viral mRNA accumulation and efficient virus replication.,"Alternative Splicing	Base Sequence	Cell Line	DNA Primers	Enhancer Elements, Genetic	Exons	Gene Products, vif	Gene Products, vpr	HIV-1	HeLa Cells	Humans	Molecular Sequence Data	Oligonucleotides, Antisense	Plasmids	RNA, Messenger	RNA, Viral	Virus Replication	vif Gene Products, Human Immunodeficiency Virus	vpr Gene Products, Human Immunodeficiency Virus",7
7472,16507105,Ultrasound biomicroscopy findings of 25 G Transconjuctival Sutureless (TSV) and conventional (20G) pars plana sclerotomy in the same patient.,Adult	Equipment Design	Humans	Male	Microscopy	Retina	Sclerostomy	Suture Techniques	Time Factors	Ultrasonography	Vitrectomy	Vitreous Body	Vitreous Detachment	Vitreous Hemorrhage	Wound Healing,9
7473,16464263,The complete mitochondrial genome of the enigmatic bigheaded turtle (Platysternon): description of unusual genomic features and the reconciliation of phylogenetic hypotheses based on mitochondrial and nuclear DNA.,"Animals	Cell Nucleus	DNA	DNA, Mitochondrial	Gene Order	Genes, Mitochondrial	Genome	Genomics	Mitochondria	Models, Genetic	Phylogeny	Turtles",0
7474,16504105,SIMMAP: stochastic character mapping of discrete traits on phylogenies.,"Animals	Chromosome Mapping	Computer Simulation	DNA Mutational Analysis	Evolution, Molecular	Humans	Models, Genetic	Models, Statistical	Phylogeny	Quantitative Trait Loci	Software	Stochastic Processes	User-Computer Interface",4
7475,16426462,Missing value estimation for DNA microarray gene expression data by Support Vector Regression imputation and orthogonal coding scheme.,"Algorithms	Artificial Intelligence	Data Interpretation, Statistical	Gene Expression Profiling	Oligonucleotide Array Sequence Analysis	Pattern Recognition, Automated	Reproducibility of Results	Sensitivity and Specificity",9
7476,16438723,MassSorter: a tool for administrating and analyzing data from mass spectrometry experiments on proteins with known amino acid sequences.,"Algorithms	Amino Acid Sequence	Database Management Systems	Databases, Protein	Mass Spectrometry	Molecular Sequence Data	Peptide Mapping	Proteins	Sequence Alignment	Sequence Analysis, Protein	Software	User-Computer Interface",9
7477,16438730,An improved distance measure between the expression profiles linking co-expression and co-regulation in mouse.,"Algorithms	Animals	Chromosome Mapping	Gene Expression Regulation	Linkage Disequilibrium	Mice	Multigene Family	Oligonucleotide Array Sequence Analysis	Promoter Regions, Genetic	Transcription Factors",8
7478,16441875,Querying the public databases for sequences using complex keywords contained in the feature lines.,"Database Management Systems	Databases, Protein	Information Storage and Retrieval	Internet	Natural Language Processing	Proteins	Sequence Alignment	Sequence Analysis, Protein	Software	Vocabulary, Controlled",8
